,customer_id,gross_revenue,recency_days,qt_products,frequency,qt_returns,cluster
370,15039,19914.44,9.0,1502.0,0.1309192200557103,18.0,6
374,14189,4654.08,2.0,265.0,0.040983606557377046,18.0,6
378,12474,6745.79,17.0,408.0,0.057692307692307696,83.0,6
381,15301,5070.35,50.0,243.0,0.03773584905660377,7.0,6
386,17596,2827.93,23.0,270.0,0.020289855072463767,0.0,6
387,15078,9743.11,7.0,440.0,0.0886426592797784,36.0,6
388,14085,4448.54,2.0,450.0,0.04918032786885246,1.0,6
396,16722,4730.81,17.0,225.0,0.037037037037037035,12.0,6
398,14667,9236.95,10.0,572.0,0.06983240223463687,3.0,6
410,15194,7616.53,3.0,310.0,0.0410958904109589,55.0,6
438,12681,12365.54,14.0,616.0,0.06232294617563739,15.0,6
440,17735,13110.02,2.0,690.0,0.052054794520547946,0.0,6
445,14733,9585.91,16.0,202.0,0.03418803418803419,39.0,6
446,13756,5189.52,2.0,142.0,0.038356164383561646,24.0,6
448,13319,10845.550000000001,5.0,476.0,0.07222222222222222,38.0,6
456,13488,8968.31,17.0,422.0,0.037142857142857144,6.0,6
461,17675,20374.28,1.0,705.0,0.08469945355191257,82.0,6
472,14739,3902.28,4.0,60.0,0.01928374655647383,3.0,6
487,12839,5591.42,2.0,314.0,0.038356164383561646,2.0,6
498,13078,12627.94,3.0,358.0,0.07162534435261708,73.0,6
500,13050,5833.11,14.0,402.0,0.048295454545454544,41.0,6
501,12709,9430.52,15.0,203.0,0.042735042735042736,103.0,6
505,14796,8020.93,1.0,1140.0,0.04657534246575343,83.0,6
506,16779,10629.720000000001,2.0,333.0,0.06043956043956044,89.0,6
508,13599,5153.67,1.0,247.0,0.057534246575342465,124.0,6
517,13199,9802.12,3.0,118.0,0.10192837465564739,4.0,6
519,17706,10504.49,4.0,382.0,0.04696132596685083,66.0,6
521,16525,13027.45,2.0,183.0,0.07142857142857142,904.0,6
522,14952,8099.49,59.0,138.0,0.036065573770491806,60.0,6
527,16558,8338.49,0.0,460.0,0.0546448087431694,31.0,6
528,16713,6923.13,18.0,624.0,0.04310344827586207,12.0,6
530,15529,3992.68,22.0,671.0,0.03197674418604651,7.0,6
531,15498,13316.4,2.0,512.0,0.07417582417582418,15.0,6
537,14051,15610.390000000001,0.0,210.0,0.06284153005464481,15.0,6
541,15032,4959.1,256.0,52.0,0.02727272727272727,300.0,6
544,13113,12245.960000000001,0.0,200.0,0.06557377049180328,449.0,6
545,16553,5719.82,163.0,84.0,0.06091370558375635,5.0,6
554,12766,6457.63,3.0,306.0,0.01928374655647383,0.0,6
555,15298,4799.9,2.0,192.0,0.03296703296703297,364.0,6
560,15005,6314.87,15.0,1118.0,0.07977207977207977,43.0,6
567,14866,14353.4,10.0,98.0,0.03089887640449438,183.0,6
572,13848,1255.0,92.0,5.0,0.010948905109489052,0.0,6
577,17340,12353.29,29.0,407.0,0.032640949554896145,64.0,6
584,16700,5076.55,8.0,308.0,0.036312849162011177,5.0,6
594,18092,9068.26,2.0,89.0,0.030303030303030304,2.0,6
595,15358,8347.2,4.0,551.0,0.060941828254847646,123.0,6
596,12481,5020.32,22.0,209.0,0.029154518950437316,14.0,6
598,12621,12411.67,1.0,449.0,0.054945054945054944,36.0,6
600,12683,7612.57,4.0,331.0,0.038781163434903045,84.0,6
623,15856,16386.31,4.0,644.0,0.07479224376731301,64.0,6
624,13102,6424.09,1.0,304.0,0.06593406593406594,44.0,6
678,13969,9053.94,7.0,626.0,0.05027932960893855,59.0,6
680,15805,5528.4800000000005,23.0,301.0,0.04985337243401759,50.0,6
690,12731,18751.91,23.0,273.0,0.03519061583577713,70.0,6
695,16656,8625.8,22.0,73.0,0.043859649122807015,21.0,6
705,12989,6924.110000000001,3.0,64.0,0.04155124653739612,28.0,6
712,17865,10524.220000000001,30.0,369.0,0.059880239520958084,59.0,6
717,16873,7123.62,4.0,279.0,0.016666666666666666,15.0,6
718,14062,10464.85,9.0,111.0,0.03380281690140845,0.0,6
725,16923,7247.61,12.0,672.0,0.054285714285714284,234.0,6
726,14159,4690.64,19.0,1203.0,0.03206997084548105,13.0,6
730,12753,21429.39,22.0,197.0,0.01764705882352941,171.0,6
738,13668,6363.59,2.0,470.0,0.058333333333333334,105.0,6
741,15547,4954.84,7.0,702.0,0.03943661971830986,0.0,6
748,15044,7700.2300000000005,19.0,453.0,0.04956268221574344,9.0,6
752,14505,5905.64,17.0,799.0,0.02318840579710145,16.0,6
757,12540,11580.24,19.0,461.0,0.049707602339181284,8.0,6
758,13225,6463.84,3.0,32.0,0.019553072625698324,64.0,6
762,13209,5891.61,30.0,321.0,0.02416918429003021,21.0,6
767,16701,5398.3,8.0,144.0,0.036827195467422094,182.0,6
771,17338,6635.14,17.0,751.0,0.023255813953488372,4.0,6
789,15159,18641.010000000002,1.0,710.0,0.08333333333333333,47.0,6
797,13324,7121.95,36.0,75.0,0.030864197530864196,5.0,6
813,14961,7044.68,10.0,312.0,0.025714285714285714,16.0,6
819,14057,6217.96,23.0,284.0,0.050445103857566766,168.0,6
821,13178,5725.47,26.0,265.0,0.03293413173652695,0.0,6
824,16191,5180.52,2.0,134.0,0.036312849162011177,147.0,6
828,14415,5900.28,1.0,590.0,0.036211699164345405,38.0,6
840,12867,4036.82,26.0,538.0,0.020958083832335328,23.0,6
849,14401,4051.48,4.0,182.0,0.036619718309859155,2.0,6
850,16145,3799.4900000000002,8.0,224.0,0.03133903133903134,51.0,6
863,13458,9646.57,7.0,382.0,0.03977272727272727,48.0,6
886,15727,5178.96,16.0,302.0,0.02040816326530612,0.0,6
889,15290,7943.22,4.0,204.0,0.05070422535211268,70.0,6
891,15615,10399.74,10.0,423.0,0.0659025787965616,15.0,6
896,13266,3834.2599999999998,11.0,187.0,0.04897959183673469,129.0,6
903,16607,3347.71,17.0,172.0,0.04105571847507331,37.0,6
910,15482,11014.96,15.0,97.0,0.03206997084548105,2022.0,6
915,16705,14034.99,0.0,270.0,0.055865921787709494,18.0,6
920,16746,6697.66,4.0,449.0,0.05084745762711865,3.0,6
936,17744,2322.4,3.0,136.0,0.016901408450704224,0.0,6
942,13534,5870.08,2.0,296.0,0.0702247191011236,85.0,6
951,18223,6484.54,4.0,272.0,0.03954802259887006,57.0,6
968,13004,5655.91,11.0,404.0,0.05202312138728324,26.0,6
975,14769,10673.1,2.0,1089.0,0.022535211267605635,30.0,6
978,17315,6252.18,1.0,470.0,0.10112359550561797,32.0,6
980,12726,2411.1,28.0,117.0,0.02127659574468085,0.0,6
995,12705,6382.29,15.0,328.0,0.023391812865497075,24.0,6
1045,12678,16481.46,42.0,157.0,0.03215434083601286,24.0,6
1052,17306,8631.31,10.0,66.0,0.05539358600583091,21.0,6
1082,17593,3927.34,3.0,213.0,0.014326647564469915,6.0,6
1084,14533,1949.72,24.0,62.0,0.021341463414634148,1242.0,6
1087,14944,5900.25,29.0,170.0,0.0449438202247191,14.0,6
1125,17389,31833.68,0.0,213.0,0.1027190332326284,170.0,6
1133,13629,7792.36,23.0,59.0,0.03492063492063492,0.0,6
1144,15046,5194.82,9.0,205.0,0.04559270516717325,144.0,6
1145,13082,3613.63,126.0,73.0,0.04245283018867924,11.0,6
1148,18226,5228.05,44.0,242.0,0.03754266211604096,7.0,6
1152,14258,12669.98,9.0,111.0,0.027439024390243903,2.0,6
1185,18198,5425.56,4.0,159.0,0.05120481927710843,235.0,6
1202,12939,11581.8,64.0,47.0,0.02962962962962963,0.0,6
1229,12524,3945.72,9.0,136.0,0.024691358024691357,0.0,6
1230,17811,7831.03,4.0,850.0,0.11854103343465046,49.0,6
1257,17365,4796.52,12.0,467.0,0.025,0.0,6
1258,15189,16225.39,1.0,212.0,0.12386706948640483,114.0,6
1286,15939,6115.01,89.0,76.0,0.06198347107438017,3.0,6
1290,12437,4447.41,1.0,184.0,0.05454545454545454,5.0,6
1319,12490,4859.93,5.0,235.0,0.030864197530864196,0.0,6
1335,14329,5014.84,17.0,259.0,0.022435897435897436,20.0,6
1338,16401,4098.32,1.0,186.0,0.03680981595092025,23.0,6
1348,16843,10196.57,42.0,378.0,0.056140350877192984,5.0,6
1352,12626,5954.48,23.0,285.0,0.0297029702970297,103.0,6
1362,13001,9818.82,4.0,339.0,0.040372670807453416,8.0,6
1363,14101,5976.79,73.0,35.0,0.023715415019762844,0.0,6
1365,17730,5298.4800000000005,3.0,218.0,0.04024767801857585,9.0,6
1398,13263,7443.85,1.0,1673.0,0.10802469135802469,0.0,6
1401,12451,8995.52,10.0,353.0,0.01592356687898089,120.0,6
1411,17602,5102.97,2.0,560.0,0.018633540372670808,16.0,6
1416,12637,5823.9,67.0,387.0,0.03125,9.0,6
1434,14895,11138.710000000001,7.0,498.0,0.0706713780918728,28.0,6
1504,15218,5756.89,10.0,166.0,0.03571428571428571,0.0,6
1516,12744,9120.39,56.0,215.0,0.015267175572519083,0.0,6
1529,16133,14589.04,3.0,338.0,0.10476190476190476,150.0,6
1536,14049,5681.72,16.0,488.0,0.013289036544850499,24.0,6
1571,16767,5580.6,30.0,222.0,0.038461538461538464,0.0,6
1590,16523,9418.470000000001,1.0,290.0,0.06687898089171974,32.0,6
1598,13709,6328.05,3.0,336.0,0.041666666666666664,15.0,6
1622,15144,6580.44,8.0,217.0,0.05592105263157895,24.0,6
1623,14776,2538.3,51.0,117.0,0.0421455938697318,446.0,6
1634,13881,17159.52,3.0,178.0,0.06493506493506493,56.0,6
1639,12477,13219.74,22.0,300.0,0.021505376344086023,33.0,6
1642,16745,7194.3,86.0,357.0,0.07555555555555556,8.0,6
1721,13871,6403.25,22.0,336.0,0.045454545454545456,5.0,6
1723,12754,3010.74,235.0,63.0,0.0410958904109589,0.0,6
1743,14194,11349.52,4.0,579.0,0.06907894736842106,57.0,6
1802,17940,2238.58,49.0,18.0,0.03557312252964427,0.0,6
1816,15114,2760.56,30.0,197.0,0.03690036900369004,0.0,6
1820,18087,3202.9199999999996,290.0,1.0,0.0,336.0,6
1894,14609,601.56,72.0,4.0,0.017857142857142856,0.0,6
1914,13018,7277.7,16.0,458.0,0.1003584229390681,1.0,6
1917,15382,5955.71,14.0,302.0,0.021352313167259787,9.0,6
1937,16182,6617.65,72.0,28.0,0.018018018018018018,0.0,6
1939,12714,4294.86,9.0,254.0,0.017543859649122806,0.0,6
1949,18172,7561.68,14.0,189.0,0.07272727272727272,14.0,6
2033,17139,10668.47,15.0,478.0,0.04395604395604396,19.0,6
2061,16592,4113.68,4.0,216.0,0.05653710247349823,13.0,6
2104,16187,6911.4400000000005,31.0,295.0,0.05928853754940711,44.0,6
2110,14056,8214.65,1.0,1106.0,0.0812720848056537,39.0,6
2122,12428,6405.26,25.0,287.0,0.031007751937984496,32.0,6
2166,17426,5037.26,8.0,271.0,0.021897810218978103,12.0,6
2181,17416,6893.42,29.0,269.0,0.027777777777777776,36.0,6
2216,17107,10815.43,33.0,418.0,0.024489795918367346,300.0,6
2255,13340,10736.48,45.0,134.0,0.030303030303030304,0.0,6
2263,14367,9261.52,8.0,524.0,0.05970149253731343,28.0,6
2285,14936,8137.02,33.0,364.0,0.03305785123966942,2.0,6
2324,16652,6773.97,58.0,118.0,0.03255813953488372,16.0,6
2343,15125,11528.48,25.0,127.0,0.061224489795918366,202.0,6
2371,15150,5314.47,17.0,343.0,0.03968253968253968,25.0,6
2394,12955,4757.16,1.0,180.0,0.041353383458646614,22.0,6
2397,17716,5655.99,22.0,245.0,0.044897959183673466,68.0,6
2403,13268,3192.65,17.0,439.0,0.04,23.0,6
2413,14422,4263.64,0.0,222.0,0.02247191011235955,0.0,6
2426,16672,8134.9400000000005,2.0,114.0,0.07575757575757576,2.0,6
2472,13985,7060.13,4.0,349.0,0.057692307692307696,8.0,6
2548,16308,2560.0,37.0,4.0,0.017857142857142856,0.0,6
2550,14607,15021.5,15.0,78.0,0.04878048780487805,3768.0,6
2606,15249,6688.46,31.0,350.0,0.057777777777777775,20.0,6
2626,16253,3683.86,66.0,123.0,0.010582010582010581,0.0,6
2648,13988,4147.96,19.0,234.0,0.02553191489361702,19.0,6
2654,13316,5977.7300000000005,37.0,87.0,0.018433179723502304,0.0,6
2679,12619,2945.56,16.0,82.0,0.03375527426160337,23.0,6
2697,16180,10254.18,100.0,162.0,0.05263157894736842,14.0,6
2836,14286,4628.75,23.0,280.0,0.0136986301369863,32.0,6
2862,15251,10484.99,9.0,111.0,0.04741379310344827,87.0,6
2864,17160,3518.03,31.0,229.0,0.02857142857142857,0.0,6
2871,16729,7236.6,38.0,659.0,0.10344827586206896,12.0,6
2938,18079,3651.97,45.0,127.0,0.02072538860103627,0.0,6
3097,14191,4684.76,1.0,259.0,0.0593607305936073,5.0,6
3117,16258,5203.51,45.0,135.0,0.028735632183908046,0.0,6
3183,12700,4525.99,7.0,264.0,0.019230769230769232,0.0,6
3278,12590,9341.26,211.0,67.0,0.0,4.0,6
3457,18073,3877.5200000000004,114.0,73.0,0.14457831325301204,10.0,6
3604,14132,3586.0299999999997,2.0,200.0,0.06077348066298342,2.0,6
3622,12409,11072.67,78.0,109.0,0.028846153846153848,8.0,6
3691,17651,3945.0,11.0,232.0,0.060240963855421686,12.0,6
3759,12830,6814.64,37.0,38.0,0.04477611940298507,0.0,6
3779,12798,6977.04,10.0,8.0,0.01875,0.0,6
3844,17750,1781.28,5.0,191.0,0.05660377358490566,0.0,6
4072,14456,3059.44,5.0,968.0,0.06569343065693431,6.0,6
4312,15786,4932.2,46.0,267.0,0.04411764705882353,33.0,6
4667,15484,3594.31,1.0,188.0,0.05194805194805195,16.0,6
4914,17509,6115.14,57.0,366.0,1.3333333333333333,4.0,6
4948,13685,3119.44,2.0,39.0,0.1206896551724138,0.0,6
4954,17203,3563.85,35.0,152.0,0.24,0.0,6
4979,12536,4279.71,59.0,259.0,0.0,129.0,6
5576,18139,8438.34,17.0,159.0,6.0,0.0,6
