,customer_id,gross_revenue,recency_days,qt_products,frequency,qt_returns,cluster
234,16891,809.7,1.0,203.0,0.013513513513513514,0.0,7
240,14680,28754.11,25.0,258.0,0.046242774566473986,1002.0,4
241,17884,717.45,3.0,117.0,0.010869565217391304,0.0,5
242,12557,11990.960000000001,16.0,33.0,0.014084507042253521,0.0,6
243,14083,1018.43,4.0,181.0,0.02452316076294278,0.0,2
244,13013,4810.9400000000005,1.0,219.0,0.03513513513513514,7.0,0
245,14210,1905.8400000000001,105.0,102.0,0.022556390977443608,1.0,2
246,16477,2494.46,63.0,146.0,0.022727272727272728,0.0,3
247,12600,2311.04,28.0,54.0,0.029154518950437316,0.0,2
248,16013,37130.6,3.0,139.0,0.12771739130434784,1594.0,4
249,17949,58030.48,1.0,69.0,0.11891891891891893,2878.0,4
250,12779,3981.36,37.0,149.0,0.023952095808383235,28.0,0
252,17787,1865.19,152.0,134.0,0.0182648401826484,0.0,5
253,12682,11028.22,3.0,496.0,0.08423913043478261,0.0,6
254,14723,1156.6,10.0,277.0,0.01662049861495845,0.0,2
255,17954,2332.72,5.0,485.0,0.03278688524590164,5.0,0
256,17819,3704.87,71.0,48.0,0.023333333333333334,4.0,2
258,12712,3928.13,28.0,120.0,0.037900874635568516,17.0,2
259,15373,2415.91,8.0,132.0,0.03305785123966942,24.0,2
260,16140,725.18,65.0,35.0,0.006535947712418301,2.0,5
261,17198,692.22,23.0,96.0,0.008620689655172414,0.0,1
262,17238,3744.65,2.0,566.0,0.04607046070460705,0.0,3
263,12793,461.48,334.0,22.0,0.05405405405405406,0.0,7
265,15769,56252.72,7.0,130.0,0.07142857142857142,2012.0,4
266,14396,487.99,65.0,73.0,0.006535947712418301,0.0,4
267,14898,1303.52,23.0,116.0,0.017241379310344827,12.0,2
269,16725,779.57,302.0,150.0,0.08695652173913043,1.0,7
271,12395,2682.63,19.0,144.0,0.03409090909090909,5.0,0
272,16455,1841.18,63.0,99.0,0.022727272727272728,0.0,2
273,13081,28337.38,11.0,1024.0,0.030555555555555555,138.0,4
274,15545,292.71999999999997,54.0,81.0,0.006309148264984227,0.0,4
275,17243,8668.45,1.0,399.0,0.07065217391304347,8.0,6
276,15465,7354.62,19.0,97.0,0.05142857142857143,40.0,3
277,15708,3364.2400000000002,40.0,288.0,0.02127659574468085,9.0,3
278,13089,58825.83,2.0,1818.0,0.26430517711171664,283.0,4
279,16033,8816.4,5.0,1137.0,0.054945054945054944,23.0,6
280,13838,691.73,5.0,174.0,0.01098901098901099,0.0,7
281,15351,1960.1100000000001,12.0,225.0,0.0196078431372549,21.0,2
282,18055,6784.1900000000005,7.0,360.0,0.027624309392265192,5.0,0
283,15038,705.49,58.0,130.0,0.01929260450160772,30.0,4
284,18109,8052.97,1.0,444.0,0.07065217391304347,18.0,6
285,13069,4436.12,0.0,425.0,0.06504065040650407,419.0,6
286,16241,2607.87,9.0,662.0,0.03611111111111111,0.0,3
287,14800,4339.74,47.0,385.0,0.037267080745341616,21.0,6
288,16839,16594.35,8.0,266.0,0.09418282548476455,504.0,6
289,16168,3787.6,10.0,98.0,0.07520891364902507,4.0,3
290,16931,4604.22,5.0,898.0,0.057692307692307696,0.0,6
291,16814,6499.2,14.0,323.0,0.059154929577464786,1.0,6
292,13269,5346.2300000000005,1.0,316.0,0.04076086956521739,5.0,6
294,12567,8609.28,22.0,438.0,0.02881844380403458,216.0,6
295,17062,533.33,313.0,69.0,0.07142857142857142,2.0,1
296,15332,1661.06,366.0,35.0,1.3333333333333333,0.0,5
297,14810,2087.88,40.0,255.0,0.03343465045592705,0.0,2
298,16353,6675.71,3.0,94.0,0.06284153005464481,0.0,0
299,18118,5651.42,10.0,1278.0,0.07242339832869081,5.0,6
300,13831,2202.99,16.0,74.0,0.0169971671388102,0.0,2
301,13506,458.52,316.0,26.0,0.03773584905660377,3.0,7
302,17796,697.9,40.0,82.0,0.0121580547112462,0.0,4
303,15716,1118.81,145.0,118.0,0.017857142857142856,0.0,5
304,18156,734.94,12.0,140.0,0.0056022408963585435,0.0,7
305,15221,403.25,366.0,5.0,0.0,18.0,4
306,16983,1931.25,12.0,148.0,0.0196078431372549,13.0,3
307,17059,3095.04,29.0,516.0,0.014705882352941176,0.0,3
308,16327,3813.62,14.0,318.0,0.016901408450704224,0.0,0
309,17211,2317.2200000000003,26.0,211.0,0.023323615160349854,13.0,3
310,17026,154.82999999999998,185.0,4.0,0.010869565217391304,0.0,4
311,15570,4165.52,7.0,323.0,0.03314917127071823,9.0,0
314,15808,3734.9700000000003,306.0,208.0,0.06349206349206349,2.0,3
315,17858,5155.66,5.0,199.0,0.03296703296703297,0.0,0
316,16393,3046.21,2.0,330.0,0.035422343324250684,47.0,3
317,14527,8507.82,2.0,971.0,0.14986376021798364,4.0,0
318,14161,1110.52,215.0,108.0,0.01948051948051948,0.0,1
319,17863,3160.0,59.0,148.0,0.01935483870967742,0.0,0
320,16411,214.65,19.0,45.0,0.005714285714285714,0.0,4
321,16402,299.6,264.0,60.0,0.01904761904761905,0.0,4
322,15023,6783.86,3.0,560.0,0.030054644808743168,8.0,6
323,17402,2598.85,4.0,58.0,0.03287671232876712,0.0,2
324,15426,1447.39,19.0,292.0,0.014285714285714285,11.0,2
325,12647,3146.82,22.0,109.0,0.0345821325648415,12.0,3
326,15894,262.9,253.0,40.0,0.017241379310344827,0.0,4
327,15867,3806.1,5.0,459.0,0.04120879120879121,2.0,0
328,14506,2012.17,17.0,316.0,0.014204545454545454,0.0,2
329,15555,4802.18,12.0,897.0,0.04481792717086835,28.0,6
330,13034,642.77,54.0,37.0,0.006349206349206349,0.0,1
331,15889,427.57,156.0,91.0,0.009389671361502348,0.0,4
332,15953,1659.3799999999999,15.0,98.0,0.022598870056497175,7.0,2
333,16143,2424.94,3.0,117.0,0.01639344262295082,2.0,2
334,12720,5115.7300000000005,2.0,342.0,0.0681198910081744,17.0,6
335,16422,34684.4,17.0,369.0,0.14488636363636365,120.0,4
336,12747,4196.01,2.0,103.0,0.02997275204359673,0.0,3
337,15502,6923.98,15.0,209.0,0.02824858757062147,407.0,6
338,12763,494.08,138.0,18.0,0.008658008658008658,0.0,7
339,14081,934.52,302.0,153.0,0.029850746268656716,3.0,5
341,17965,2622.57,37.0,329.0,0.04216867469879518,0.0,3
342,14404,1474.32,33.0,103.0,0.017857142857142856,8.0,2
343,13579,467.04,14.0,23.0,0.005633802816901409,0.0,4
344,13174,2813.03,16.0,313.0,0.0084985835694051,0.0,3
345,15987,1451.28,12.0,140.0,0.019662921348314606,0.0,3
346,17677,16363.23,1.0,304.0,0.08174386920980926,50.0,6
348,13652,1095.08,45.0,63.0,0.009287925696594427,0.0,5
349,12586,196.94000000000003,17.0,11.0,0.0,2.0,4
350,17428,17256.85,0.0,328.0,0.07608695652173914,39.0,6
351,16161,5575.56,1.0,474.0,0.051771117166212535,58.0,0
352,16858,375.69000000000005,368.0,10.0,0.0,8.0,4
354,18219,2069.77,2.0,114.0,0.0273224043715847,2.0,2
356,14293,1046.56,3.0,61.0,0.010958904109589041,0.0,5
357,14748,1415.75,29.0,89.0,0.014749262536873156,30.0,2
358,16638,1680.72,22.0,94.0,0.028901734104046242,1.0,2
359,17674,551.04,74.0,27.0,0.006802721088435374,0.0,5
360,12808,455.65000000000003,36.0,27.0,0.009036144578313253,0.0,4
361,13094,1927.3200000000002,21.0,24.0,0.0345821325648415,174.0,3
363,12708,2442.91,29.0,147.0,0.029498525073746312,37.0,3
367,15898,1388.88,1.0,86.0,0.013623978201634877,2.0,2
368,17691,290.40000000000003,358.0,19.0,0.2,0.0,4
369,17227,939.32,18.0,47.0,0.017142857142857144,0.0,2
370,15039,19914.44,9.0,1502.0,0.1309192200557103,18.0,6
371,15919,639.89,19.0,143.0,0.0057306590257879654,0.0,5
372,13497,348.05,282.0,19.0,0.023255813953488372,4.0,4
373,15860,977.21,40.0,142.0,0.024390243902439025,0.0,1
374,14189,4654.08,2.0,265.0,0.040983606557377046,18.0,6
375,15304,694.4000000000001,60.0,23.0,0.025974025974025976,4.0,4
376,14867,710.28,185.0,36.0,0.019867549668874173,1.0,7
377,14344,889.9300000000001,127.0,71.0,0.03319502074688797,0.0,1
378,12474,6745.79,17.0,408.0,0.057692307692307696,83.0,6
379,16719,1790.42,14.0,201.0,0.01977401129943503,2.0,2
380,15048,384.05,65.0,97.0,0.013201320132013201,12.0,4
381,15301,5070.35,50.0,243.0,0.03773584905660377,7.0,6
382,14708,1126.37,2.0,28.0,0.00819672131147541,6.0,5
383,16898,508.81,26.0,162.0,0.008771929824561403,33.0,1
384,14825,2226.91,3.0,121.0,0.03287671232876712,0.0,2
386,17596,2827.93,23.0,270.0,0.020289855072463767,0.0,6
387,15078,9743.11,7.0,440.0,0.0886426592797784,36.0,6
388,14085,4448.54,2.0,450.0,0.04918032786885246,1.0,6
390,13155,971.76,33.0,85.0,0.011940298507462687,0.0,1
391,15028,627.13,8.0,48.0,0.011111111111111112,0.0,1
392,16919,2596.45,156.0,327.0,0.05188679245283019,0.0,3
393,17259,603.37,148.0,124.0,0.00909090909090909,0.0,1
394,17019,1272.61,11.0,234.0,0.011204481792717087,0.0,5
395,14487,1196.33,26.0,144.0,0.017543859649122806,1.0,2
396,16722,4730.81,17.0,225.0,0.037037037037037035,12.0,6
397,15882,514.08,198.0,22.0,0.023529411764705882,10.0,7
398,14667,9236.95,10.0,572.0,0.06983240223463687,3.0,6
399,16710,2483.04,19.0,402.0,0.02865329512893983,0.0,3
400,16550,2298.97,108.0,251.0,0.019230769230769232,14.0,3
401,15984,2837.67,2.0,270.0,0.0273224043715847,10.0,3
402,17682,2474.33,10.0,118.0,0.01675977653631285,2.0,3
404,17068,4545.89,12.0,295.0,0.05898876404494382,10.0,0
405,15356,2766.5,31.0,519.0,0.02967359050445104,0.0,3
406,17223,391.79,310.0,48.0,0.034482758620689655,0.0,4
407,16817,1604.75,2.0,86.0,0.02459016393442623,60.0,2
408,13030,799.48,11.0,99.0,0.0056022408963585435,0.0,1
409,17191,2095.13,28.0,237.0,0.020588235294117647,0.0,2
410,15194,7616.53,3.0,310.0,0.0410958904109589,55.0,6
411,14409,2059.4500000000003,71.0,54.0,0.020202020202020204,72.0,2
413,16654,601.27,141.0,29.0,0.01762114537444934,2.0,7
414,16861,173.76,59.0,6.0,0.020202020202020204,6.0,4
416,13481,1804.56,45.0,109.0,0.023696682464454975,15.0,2
417,13495,2044.8700000000001,7.0,48.0,0.013850415512465374,15.0,2
418,17519,1844.02,17.0,82.0,0.017094017094017096,3.0,2
419,17218,1960.72,4.0,274.0,0.027472527472527472,0.0,2
420,17812,732.16,12.0,141.0,0.011235955056179775,0.0,1
421,14215,1789.72,11.0,108.0,0.01680672268907563,4.0,3
422,15602,1297.8700000000001,8.0,46.0,0.025,138.0,2
423,17320,1200.6200000000001,100.0,73.0,0.011194029850746268,0.0,5
424,16782,2279.9,10.0,190.0,0.036619718309859155,9.0,2
425,12913,2483.63,4.0,50.0,0.013736263736263736,0.0,3
427,17869,428.18,107.0,40.0,0.019157088122605363,0.0,4
428,13564,1198.38,354.0,82.0,0.14285714285714285,0.0,5
430,14850,325.75,311.0,21.0,0.0,8.0,7
431,15021,1914.82,8.0,472.0,0.025139664804469275,18.0,2
432,13963,664.54,308.0,35.0,0.06779661016949153,0.0,1
433,17450,194550.79,8.0,337.0,0.12813370473537605,952.0,4
434,17091,3827.76,2.0,195.0,0.024657534246575342,3.0,3
435,17470,1125.07,44.0,78.0,0.015479876160990712,0.0,3
436,17616,571.1999999999999,173.0,3.0,0.015463917525773196,0.0,4
437,15649,816.0,336.0,2.0,0.06451612903225806,0.0,4
438,12681,12365.54,14.0,616.0,0.06232294617563739,15.0,6
439,14907,3501.1,3.0,165.0,0.019230769230769232,5.0,3
440,17735,13110.02,2.0,690.0,0.052054794520547946,0.0,6
441,16059,1459.8600000000001,65.0,180.0,0.019867549668874173,0.0,2
442,17720,1195.94,26.0,50.0,0.011730205278592375,0.0,5
443,15018,496.21000000000004,38.0,31.0,0.00911854103343465,1.0,4
444,15838,33643.08,11.0,167.0,0.05337078651685393,0.0,4
445,14733,9585.91,16.0,202.0,0.03418803418803419,39.0,6
446,13756,5189.52,2.0,142.0,0.038356164383561646,24.0,6
447,14176,576.9000000000001,297.0,31.0,0.05714285714285714,2.0,4
448,13319,10845.550000000001,5.0,476.0,0.07222222222222222,38.0,6
449,15353,777.02,254.0,63.0,0.017699115044247787,0.0,1
452,17491,3558.87,1.0,109.0,0.0273224043715847,1.0,0
453,14282,3729.34,3.0,156.0,0.04120879120879121,0.0,0
454,13569,372.25,17.0,84.0,0.005714285714285714,0.0,4
455,14673,1736.4,3.0,74.0,0.013736263736263736,0.0,2
456,13488,8968.31,17.0,422.0,0.037142857142857144,6.0,6
457,16221,864.86,36.0,97.0,0.00906344410876133,0.0,5
458,15002,1641.76,115.0,115.0,0.015873015873015872,0.0,5
459,15965,845.64,17.0,122.0,0.011428571428571429,0.0,1
460,15024,1661.33,9.0,155.0,0.027932960893854747,0.0,2
461,17675,20374.28,1.0,705.0,0.08469945355191257,82.0,6
462,13769,2796.51,2.0,135.0,0.0273972602739726,11.0,2
463,16904,3750.4700000000003,4.0,709.0,0.0440771349862259,0.0,0
464,16086,1121.39,59.0,39.0,0.016233766233766232,1.0,2
466,13880,3219.77,21.0,165.0,0.03757225433526012,0.0,3
468,13173,353.65,4.0,43.0,0.005509641873278237,0.0,7
469,15858,1438.85,15.0,191.0,0.014204545454545454,0.0,2
471,12347,4310.0,2.0,182.0,0.019178082191780823,0.0,0
472,14739,3902.28,4.0,60.0,0.01928374655647383,3.0,6
473,16293,2248.9900000000002,21.0,118.0,0.028901734104046242,4.0,2
474,17419,4226.57,11.0,206.0,0.033707865168539325,4.0,3
476,16775,1695.66,10.0,158.0,0.03081232492997199,0.0,1
477,16306,632.27,213.0,41.0,0.03896103896103896,16.0,1
478,16950,1178.56,56.0,42.0,0.00964630225080386,0.0,5
486,17591,2225.9700000000003,73.0,166.0,0.023809523809523808,1.0,2
487,12839,5591.42,2.0,314.0,0.038356164383561646,2.0,6
491,15081,504.8,22.0,33.0,0.014492753623188406,2.0,4
492,18102,259657.3,0.0,431.0,0.16348773841961853,0.0,4
493,16365,1540.42,17.0,51.0,0.025714285714285714,0.0,2
495,17870,1894.35,2.0,279.0,0.03296703296703297,1.0,3
497,16863,502.8,31.0,26.0,0.005970149253731343,17.0,1
498,13078,12627.94,3.0,358.0,0.07162534435261708,73.0,6
499,13267,4521.49,2.0,211.0,0.0521978021978022,30.0,3
500,13050,5833.11,14.0,402.0,0.048295454545454544,41.0,6
501,12709,9430.52,15.0,203.0,0.042735042735042736,103.0,6
502,15628,2870.2400000000002,4.0,155.0,0.024861878453038673,12.0,3
504,12386,401.9,337.0,10.0,0.06896551724137931,0.0,1
505,14796,8020.93,1.0,1140.0,0.04657534246575343,83.0,6
506,16779,10629.720000000001,2.0,333.0,0.06043956043956044,89.0,6
508,13599,5153.67,1.0,247.0,0.057534246575342465,124.0,6
509,13329,789.0,31.0,17.0,0.005970149253731343,36.0,1
510,18077,2633.0099999999998,8.0,227.0,0.030726256983240222,0.0,3
511,14744,1099.98,16.0,26.0,0.02,2.0,2
512,17406,2200.42,333.0,113.0,0.09090909090909091,3.0,5
513,15750,2465.48,2.0,293.0,0.02197802197802198,7.0,3
514,13983,2603.43,29.0,107.0,0.03560830860534125,13.0,2
515,13842,3385.62,58.0,206.0,0.02922077922077922,0.0,3
517,13199,9802.12,3.0,118.0,0.10192837465564739,4.0,6
518,14032,2975.59,2.0,143.0,0.03021978021978022,24.0,0
519,17706,10504.49,4.0,382.0,0.04696132596685083,66.0,6
520,16081,2806.9,56.0,227.0,0.016129032258064516,0.0,3
